year,month,panel_code,panel_code_new,type_method,type_method_etc,type_channel_new,type_channel,type_channel_etc,shop_day,shop_week,store,store_code,store_region,product,product_code,wide,middle,detail,country,purchase,discount,quantity,q_unit,weight_quantity,w_q_unit,multi_quantity,m_unit,w_multi_quantity,w_multi_unit,w_q_kg,w_q_kg_unit,unit_cost,special_diary,bill,bundle,payment,retail,retail_8,retail_new,shop_time,take_out,transport_pre,transport_post,panel_type,edit,family_num_level,age1_group,income_v2
2016,10,PN00000933,A20000933,,,대형마트,대형마트,,2016-10-14,6,그랜드백화점신촌점,,서울,스위티오바나나,,과일류,바나나,일반바나나,,2980.0,2,1,송이,.,,8,입,,,.,,,,,,,,7백화점,백화점,1,0,,,0.0,0,2,60,700만원 이상
2022,2,PN00000003,A20000003,,,슈퍼마켓,슈퍼마켓,,2022-02-19,7,일산식자재마트,,경기,밀감국산,P,과일류,감귤,밀감,,3147.0,.,1,,.,,.,,.,,,,3,1,,,,,,,,,,,0.0,.,4,50,700만원 이상
2021,11,PN00000011,A20000011,,,기타,기타,,2021-11-23,3,확인어려움,S,없음,대봉감,P,과일류,떫은감,대봉,,20000.0,.,11,개,55,KG,,,5,K,55,KG,1,,,,,,8기타,기타,.,0.0,,,0.0,0,2,60,300~399만원
2023,8,PN20210951,,모바일주문,,온라인몰,온라인몰,,2023-08-17,5,관양1동파리바게뜨,,없음,데일리주스복숭아_망고,PR2023_0104997,과일류,복숭아,일반복숭아,,2300.0,,1.0,,,,,,,,,,,,유,,,,,,,,,,21.0,0,2,50,400~499만원
2022,12,PN20210034,A40210034,,,대형마트,대형마트,,2022-12-15,5,코스트코(주)코스트코코리아일산점,,경기,레몬_미국산,P,과일류,레몬,레몬,,12990.0,.,1,봉,3,KG,.,,.,,,,1,,,,,,,,,,,,21.0,.,4,50,700만원 이상
2019,2,PN00000346,A20000346,,,슈퍼마켓,기업형슈퍼마켓,,2019-02-23,7,GS슈퍼마켓시흥정왕점,,경기,씨없는청포도,,과일류,포도,청포도,,7980.0,.,1,,700,G,.,,,,1,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,4,50,700만원 이상
2019,11,PN00000965,A20000965,,,슈퍼마켓,슈퍼마켓,,2019-11-18,2,우리농산물,,서울,바나나,,과일류,바나나,일반바나나,,3500.0,.,1,,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,3,60,700만원 이상
2015,8,PN00000242,A20000242,,,대형마트,대형마트,,2015-08-02,1,롯데마트수지점,,경기,영동천도복숭아,,과일류,복숭아,천도,,4900.0,1,1,봉,.,,10,입,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,50,600~699만원
2017,9,PN00000815,A20000815,,,대형마트,대형마트,,2017-09-30,7,이마트트레이더스구성점,,경기,껍질째먹는세척사과,,과일류,사과,기타사과,,16800.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,600~699만원
2015,2,PN00001084,A20001084,,,슈퍼마켓,슈퍼마켓,,2015-02-07,7,대형슈퍼마켓,,서울,효돈감귤,,과일류,감귤,밀감,,9600.0,.,1,박스,10,KG,.,,,,10,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,50,500~599만원
2022,3,PN00000041,A20000041,,,슈퍼마켓,슈퍼마켓,,2022-03-18,6,이마트,,경기,스위티오바나나_필리핀,P,과일류,바나나,일반바나나,,5480.0,.,1,,.,,.,,.,,,,5,,,,,,,,,,,,0.0,.,2,60,300~399만원
2010,4,PN00000527,A20000527,,,슈퍼마켓,슈퍼마켓,,2010-04-27,3,소형슈퍼마켓,,경기,오렌지,,과일류,오렌지,오렌지,,4000.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,40,200~299만원
2019,4,PN00001072,A20001072,,,전통시장,전통시장,,2019-04-12,6,없음,,없음,오렌지_수입산_,,과일류,오렌지,오렌지,,5000.0,.,7,개,.,,.,,,,.,,,,,,,,8기타,기타,1,0,,,0.0,0,2,60,300~399만원
2012,5,PN00000522,A20000522,,,대형마트,대형마트,,2012-05-09,4,뉴코아평택점,,경기,G씨없는적포도,,과일류,포도,적포도,,5990.0,,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,40,300~399만원
2022,5,PN20210185,A40210185,,,슈퍼마켓,슈퍼마켓,,2022-05-04,4,노브랜드성남여수점,,경기,스미후루바나나필리핀산,P,과일류,바나나,일반바나나,,2980.0,.,1,봉,.,,.,,.,,,,2,,,,,,,,,,,,21.0,.,4,40,300~399만원
2019,8,PN00000739,A20000739,,,무점포,무점포,,2019-08-12,2,없음,,서울,천안거봉,,과일류,포도,거봉,,9000.0,.,1,,2,KG,.,,,,2,KG,,,,,,,8기타,기타,1,0,,,0.0,0,4,40,400~499만원
2016,11,PN00000318,A20000318,,,전문점,전문점,,2016-11-29,3,전문점,,경기,바나나_필리핀산_,,과일류,바나나,일반바나나,,3300.0,.,1,송이,.,,.,,,,.,,,1,,,,,5전문점,전문점,1,0,,,0.0,0,3,40,500~599만원
2017,8,PN00000291,A20000291,,,슈퍼마켓,슈퍼마켓,,2017-08-03,5,대형슈퍼마켓,,경기,체리_수입산_,,과일류,체리,체리,,12900.0,.,1,팩,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,200만원 미만
2018,9,PN20150522,A40150522,,,농가직거래,농가직거래,,2018-09-11,3,없음,,없음,충주사과,,과일류,사과,기타사과,,70000.0,.,2,박스,140,KG,28,개,,,140,KG,,,,.,,,8기타,농가직거래,1,0,,,15.0,0,1,40,200만원 미만
2022,8,PN00000701,A20000701,,,슈퍼마켓,슈퍼마켓,,2022-08-02,3,원플러스주식회사원플러스마트남부양주,,경기,복숭아_단단한_국내산,P,과일류,복숭아,일반복숭아,,5990.0,1,5,개,1300,G,.,,.,,,,1,,,,,,,,,,,,0.0,.,3,60,600~699만원
2012,1,PN00000818,A20000818,,,대형마트,대형마트,,2012-01-30,2,홈플러스부천소사점,,경기,HMP단감대_,,과일류,단감,단감,,1740.0,,1,봉,.,,5,입,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,40,300~399만원
2015,4,PN00001225,A20001225,,,농가직거래,농가직거래,,2015-04-20,2,산지직거래,,없음,바나나,,과일류,바나나,일반바나나,,3000.0,.,1,송이,.,,.,,,,.,,,,,,,,8기타,농가직거래,.,0,,,0.0,0,4,50,700만원 이상
2010,9,PN00000093,A20000093,,,전통시장,전통시장,,2010-09-22,4,재래시장,,없음,복숭아,,과일류,복숭아,일반복숭아,,3000.0,,1,바구,.,,5,개,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,30,300~399만원
2012,8,PN00001276,A20001276,,,슈퍼마켓,슈퍼마켓,,2012-08-25,7,소형슈퍼마켓,,인천,바나나,,과일류,바나나,일반바나나,,2500.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,2,50,200~299만원
2022,3,PN20210460,A40210460,,,대형마트,대형마트,,2022-03-12,7,이마트동탄점,,경기,프리미엄캅감귤_국내산,P,과일류,감귤,밀감,,10980.0,.,1,,1,KG,.,,.,,,,1,,,,,,,,,,,,21.0,.,3,30,700만원 이상
2022,3,PN20210185,A40210185,,,슈퍼마켓,슈퍼마켓,,2022-03-29,3,노브랜드성남여수점,,경기,스미후루바나나_필리핀,P,과일류,바나나,일반바나나,,2980.0,.,1,봉,1280,G,.,,.,,,,2,,,,,,,,,,,,21.0,.,4,40,300~399만원
2010,12,PN00000655,A20000655,,,슈퍼마켓,슈퍼마켓,,2010-12-26,1,케이알마트,,없음,망고,,과일류,열대과일,망고,,1300.0,.,2,병,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,200~299만원
2022,8,PN20210512,A40210512,,,대형마트,대형마트,,2022-08-06,7,이마트명일점,,없음,부드러운복숭아,P,과일류,복숭아,일반복숭아,,22900.0,.,1,상자,2,KG,9,,.,,,,2,7,,,,,,,,,,,21.0,.,3,60,400~499만원
2017,7,PN00000344,A20000344,,,대형마트,대형마트,,2017-07-27,5,홈플러스시화점,,경기,복숭아,,과일류,복숭아,일반복숭아,,5990.0,.,6,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,3,30,500~599만원
2014,12,PN00000412,A20000412,,,전통시장,전통시장,,2014-12-02,3,재래시장,,경기,귤,,과일류,감귤,밀감,,3000.0,.,1,개,.,,20,입,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,200만원 미만
2014,12,PN00000418,A20000418,,,대형마트,대형마트,,2014-12-05,6,뉴코아평촌2점,,경기,홀셋서귀포감귤,,과일류,감귤,밀감,,5990.0,.,1,박스,4,KG,.,,,,4,KG,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,3,50,600~699만원
2016,6,PN00001072,A20001072,,,전통시장,전통시장,,2016-06-29,4,전통시장,,서울,바나나,,과일류,바나나,일반바나나,,3000.0,.,1,송이,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,60,300~399만원
2017,7,PN00000826,A20000826,,,슈퍼마켓,슈퍼마켓,,2017-07-12,4,주식회사휴먼마트,,서울,청과,,과일류,기타과일,기타과일,,5000.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,40,200만원 미만
2022,5,PN20210167,A40210167,,,온라인몰,온라인몰,,2022-05-08,1,마켓컬리,,없음,DOLE실속바나나_필리핀,P,과일류,바나나,일반바나나,,1937.0,.,1,손,.,,.,,1,K,,,.,,,,,,,,,,,,21.0,.,4,50,700만원 이상
2014,7,PN00001239,A20001239,,,슈퍼마켓,슈퍼마켓,,2014-07-18,6,소형슈퍼마켓,,인천,천도복숭아,,과일류,복숭아,천도,,2500.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,300~399만원
2021,10,PN20150415,A40150415,,,슈퍼마켓,슈퍼마켓,,2021-10-14,5,럭키할인마트,S,경기,사과,P,과일류,사과,기타사과,,12000.0,.,1,,,,7,개,,,,,1,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,15.0,0,4,60,700만원 이상
2017,2,PN00000637,A20000637,,,전문점,전문점,,2017-02-23,5,O_대치점,,서울,최강고산지바나나,,과일류,바나나,일반바나나,,3250.0,.,1,송이,.,,10,입,,,.,,,,,,,,5전문점,전문점,1,0,,,0.0,0,3,40,700만원 이상
2022,4,PN20210220,A40210220,,,대형마트,대형마트,,2022-04-19,3,이마트이마트서수원점,,경기,태국산마하차녹망고,P,과일류,열대과일,망고,,5960.0,6,2,팩,680,G,2,입,.,,,,5,,,,,,,,,,,,21.0,1,3,40,300~399만원
2010,12,PN00000855,A20000855,,,무점포,무점포,,2010-12-23,5,노점,,없음,사과,,과일류,사과,기타사과,,10000.0,.,1,봉,.,,12,개,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,60,400~499만원
2021,1,PN00001448,A20001448,,,대형마트,대형마트,,2021-01-29,6,(주)코스트코코리아양재점,S,경기,유기농바나나,P,과일류,바나나,일반바나나,,3990.0,.,1,,.,,.,,.,,.,,3.0,,,,,,1대형마트,대형마트,1,0,,,0.0,0,3,40,500~599만원
2013,2,PN00001064,A20001064,,,슈퍼마켓,기업형슈퍼마켓,,2013-02-06,4,기업형슈퍼마켓일반,,서울,바나나,,과일류,바나나,일반바나나,,4980.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,2,50,400~499만원
2017,1,PN00000116,A20000116,,,슈퍼마켓,기업형슈퍼마켓,,2017-01-21,7,홈플러스익스프레스인창점,,경기,밀감,,과일류,감귤,밀감,,11990.0,.,1,박스,4,KG,.,,,,4,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2010,11,PN00000396,A20000396,,,대형마트,대형마트,,2010-11-11,5,이마트평촌점,,경기,햇사과,,과일류,사과,기타사과,,4980.0,.,1,봉,.,,6,개,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,5,40,400~499만원
2022,8,PN20210496,A40210496,,,슈퍼마켓,슈퍼마켓,,2022-08-06,7,(주)이마트에브리데이양재점,,서울,영암무화과,P,과일류,기타과일,무화과,,3990.0,.,1,팩,480,G,5,입,.,,,,3,,,,,,,,,,,,21.0,.,3,60,400~499만원
2015,10,PN00000259,A20000259,,,무점포,무점포,,2015-10-14,4,아파트내임시장,,경기,청도반시,,과일류,떫은감,반시,,8000.0,.,1,박스,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,40,500~599만원
2023,6,PN20210480,,직접방문,,슈퍼마켓,,,2023-06-21,4,빅마트송산점,,경기,몽키바나나_수입산_필리핀,PR2023_0079474,과일류,바나나,일반바나나,수입산,3500.0,,1.0,송이,1.0,KG,,,,,,,3500.0,,유,,,,,,,,,,21.0,0,2,40,700만원 이상
2015,11,PN00001052,A20001052,,,전통시장,전통시장,,2015-11-18,4,재래시장,,서울,사과,,과일류,사과,기타사과,,20000.0,.,10,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,30,400~499만원
2015,3,PN00000285,A20000285,,,기타,기타,,2015-03-26,5,기타,,없음,오렌지,,과일류,오렌지,오렌지,,5000.0,.,10,개,.,,.,,,,.,,,,,,,,8기타,기타,.,0,,,0.0,0,3,60,300~399만원
2022,4,PN20210881,A40210881,,,슈퍼마켓,슈퍼마켓,,2022-04-23,7,마트와검암점,,인천,고당도오렌지_외국산,P,과일류,오렌지,오렌지,,4980.0,.,1,,1254,G,6,개,2,G,,,4,,,,,,,,,,,,21.0,.,1,30,200~299만원
2013,1,PN00000949,A20000949,,,백화점,백화점,,2013-01-16,4,현대백화점신촌점,,서울,스위티오바나나필리핀산_,,과일류,바나나,일반바나나,,4599.0,,1,송이,1460,G,.,,,,1,KG,,,,,,,7백화점,백화점,,0,,,0.0,0,3,40,500~599만원
2023,5,PN20210789,,직접방문,,대형마트,대형마트,,2023-05-26,6,이마트은평점,,서울,마음이예쁜사과_국산,PR2023_0064826,과일류,사과,기타사과,국내산,12800.0,,1.0,,2.5,KG,,,,,,,12800.0,,유,,,,,,,,,,21.0,0,3,70,300~399만원
2016,9,PN00000986,A20000986,,,대형마트,대형마트,,2016-09-04,1,이마트성수점,,서울,천도복숭아,,과일류,복숭아,천도,,5980.0,.,1,개,1,KG,.,,,,1,KG,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,700만원 이상
2022,2,PN20210128,A40210128,,,온라인몰,온라인몰,,2022-02-01,3,더현대닷컴현대명가,,없음,샤인머스캣국내산_레드향애플국내산_망고페루산세트,P,과일류,묶음과일,묶음과일,,142500.0,.,1,박스,4700,G,7,입,.,,,,.,,,,,,,,,,,,21.0,.,4,40,700만원 이상
2014,7,PN00000293,A20000293,,,전문점,전문점,,2014-07-24,5,전문점,,경기,복숭아,,과일류,복숭아,일반복숭아,,10000.0,,1,박스,.,,20,입,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,3,40,200~299만원
2017,4,PN00001288,A20001288,,,대형마트,대형마트,,2017-04-11,3,홈플러스스토어즈구월점,,인천,바나나_필리핀산_,,과일류,바나나,일반바나나,,4990.0,.,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,40,200만원 미만
2020,5,PN00000276,A20000276,,,전통시장,전통시장,,2020-05-29,6,누리농산,,경기,바나나_필리핀산_,,과일류,바나나,일반바나나,,5000.0,.,1,송이,.,,.,,,,.,,,,,,,,2전통시장,전통시장,1,0,,,0.0,0,2,50,600~699만원
2022,1,PN20210486,A40210486,,,대형마트,대형마트,,2022-01-18,3,홈플러스화성향남점,,경기,소용량_매일매일_바,P,과일류,바나나,일반바나나,,1990.0,.,1,봉지,440,G,4,개,1,G,,,1,,,,,,,,,,,,21.0,.,4,40,300~399만원
2022,6,PN00000003,A20000003,,,전문점,전문점,,2022-06-03,6,로컬푸드고양일산_로컬푸드직매장,,,사과_국산,P,과일류,사과,기타사과,,6500.0,.,1,,2,KG,.,,.,,,,6,,1.0,,,,,,,,,,0.0,.,4,50,700만원 이상
2020,8,PN00000056,A20000056,,,대형마트,대형마트,,2020-08-08,7,이마트트레이더스스타필드고양점,,경기,햇사레부드러운복숭아_국내산_,,과일류,복숭아,일반복숭아,,16580.0,.,1,,3,KG,.,,,,3,KG,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,500~599만원
2020,5,PN00000938,A20000938,,,슈퍼마켓,슈퍼마켓,,2020-05-15,6,합정마트,,서울,골드망고,,과일류,열대과일,망고,,7980.0,.,1,박스,.,,4,P,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,60,400~499만원
2015,11,PN20150412,A40150412,,,대형마트,대형마트,,2015-11-04,4,이마트중동점,,경기,친환경사과,,과일류,사과,기타사과,,6550.0,.,1,봉,.,,5,입,,,.,,,,,,,,1대형마트,대형마트,2,0,,,15.0,0,1,50,200~299만원
2011,3,PN00001128,A20001128,,,슈퍼마켓,슈퍼마켓,,2011-03-30,4,소형슈퍼마켓,,서울,귤,,과일류,감귤,밀감,,2000.0,,1,개,.,,0,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,6,40,400~499만원
2012,11,PN00001226,A20001226,,,슈퍼마켓,슈퍼마켓,,2012-11-23,6,대형슈퍼마켓,,경기,크림슨,,과일류,포도,적포도,,9070.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,5,30,400~499만원
2018,6,PN00001371,A20001371,,,슈퍼마켓,기업형슈퍼마켓,,2018-06-16,7,롯데슈퍼G유진점,,서울,초이스엘프레시스위트마운틴,,과일류,바나나,일반바나나,,2990.0,.,1,,.,,.,,,,.,,,,,.,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,1,40,300~399만원
2017,5,PN20150547,A40150547,,,슈퍼마켓,슈퍼마켓,,2017-05-17,4,환영상회,,인천,사과,,과일류,사과,기타사과,,5000.0,.,6,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,2,60,300~399만원
2023,10,PN00001455,,직접방문,,전문점,전문점,,2023-10-02,2,못난이과일야채상품점_프로포즈,,경기,조생감귤_특_2L_제주,PR2023_0140995,과일류,감귤,밀감,,12000.0,,1.0,BOX,5.0,KG,28.0,개,,,,,,,무,,,,,,,,,,0.0,0,3,40,600~699만원
2019,3,PN20150460,A40150460,,,대형마트,대형마트,,2019-03-15,6,이마트서수원점,,경기,유기농바나나_페루산_,,과일류,바나나,일반바나나,,590.0,.,1,개,.,,.,,,,.,,,0,,,,,1대형마트,대형마트,1,0,,,15.0,0,2,60,200~299만원
2023,3,PN20210350,,직접방문,,대형마트,대형마트,,2023-03-28,3,(주)코스트코코리아공세점,,경기,아보카도뉴질랜드산,PR2021_0339443,과일류,열대과일,기타열대과일,,11890.0,,1.0,,1.5,KG,6,개,,,,,11890,,유,,,,,,,,,,21.0,0,3,30,700만원 이상
2016,7,PN00001221,A20001221,,,전문점,전문점,,2016-07-04,2,전문점,,인천,자두,,과일류,자두,자두,,3000.0,.,1,봉,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,2,60,200만원 미만
2021,6,PN00000344,A20000344,,,대형마트,대형마트,,2021-06-26,7,롯데마트시흥배곧점,S,경기,페루산아보카도,P,과일류,열대과일,기타열대과일,,2970.0,.,3,,.,,.,,.,,.,,9.0,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,700만원 이상
2016,3,PN00000729,A20000729,,,슈퍼마켓,슈퍼마켓,,2016-03-22,3,소형슈퍼마켓,,서울,오렌지,,과일류,오렌지,오렌지,,4980.0,.,1,망,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,400~499만원
2012,1,PN00001066,A20001066,,,슈퍼마켓,슈퍼마켓,,2012-01-29,1,소형슈퍼마켓,,서울,감귤,,과일류,감귤,밀감,,14200.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,400~499만원
2022,1,PN20150767,A40150767,P,,온라인몰,온라인몰,,2022-01-20,5,옥션효성농산,,없음,제주감귤_제주,P,과일류,감귤,밀감,,8170.0,.,1,,9,KG,.,,.,,,,.,,,,,,,,,,,,15.0,.,1,40,300~399만원
2015,2,PN00000066,A20000066,,,슈퍼마켓,기업형슈퍼마켓,,2015-02-18,4,농협삼송하나로클럽,,경기,배사과혼합_아침마루,,과일류,기타과일,혼합과일,,42000.0,.,1,박스,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,1,5,50,300~399만원
2014,9,PN00000204,A20000204,,,슈퍼마켓,슈퍼마켓,,2014-09-21,1,대형슈퍼마켓,,경기,바나나,,과일류,바나나,일반바나나,,2500.0,,1,송이,1275,G,.,,,,1,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,60,500~599만원
2017,11,PN00000515,A20000515,,,전통시장,전통시장,,2017-11-21,3,전통시장,,경기,부사,,과일류,사과,후지,,10000.0,.,10,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,50,400~499만원
2017,7,PN00000330,A20000330,,,슈퍼마켓,기업형슈퍼마켓,,2017-07-18,3,홈플러스익스프레스시흥월곶점,,경기,감숙왕바나나,,과일류,바나나,일반바나나,,5980.0,.,2,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,5,40,700만원 이상
2011,6,PN00001224,A20001224,,,슈퍼마켓,슈퍼마켓,,2011-06-15,4,대형슈퍼마켓,,인천,크림슨,,과일류,포도,적포도,,2970.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,200만원 미만
2017,3,PN00000310,A20000310,,,무점포,무점포,,2017-03-08,4,노점,,없음,청송사과,,과일류,사과,기타사과,,10000.0,.,5,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,50,400~499만원
2010,4,PN00000404,A20000404,,,슈퍼마켓,슈퍼마켓,,2010-04-12,2,소형슈퍼마켓,,경기,사과,,과일류,사과,기타사과,,950.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,40,200~299만원
2017,8,PN00000969,A20000969,,,슈퍼마켓,슈퍼마켓,,2017-08-19,7,하이웨이마트방배점,,서울,아오리_중_,,과일류,사과,아오리,,4990.0,.,1,봉,.,,6,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,600~699만원
2010,2,PN00000839,A20000839,,,슈퍼마켓,슈퍼마켓,,2010-02-24,4,소형슈퍼마켓,,서울,바나나필리핀산_,,과일류,바나나,일반바나나,,2000.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,400~499만원
2015,3,PN20150773,A40150773,,,슈퍼마켓,슈퍼마켓,,2015-03-23,2,소형슈퍼마켓,,서울,바나나,,과일류,바나나,일반바나나,,2000.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,1,40,400~499만원
2022,9,PN00000727,A20000727,,,온라인몰,온라인몰,,2022-09-14,4,쿠팡,S,없음,사과마루홍로,P,과일류,사과,홍로,,43800.0,.,2,,.,,.,,5,K,,,.,,,,,,,,,,,,0.0,.,2,40,200~299만원
2022,2,PN20150409,A40150409,,,슈퍼마켓,슈퍼마켓,,2022-02-23,4,가락공판장해나온식자재마트,,경기,천혜향_국산,P,과일류,감귤,기타감귤,,9900.0,.,1,,1458,G,6,,2,G,,,9,,,,,,,,,,,,15.0,.,1,50,200만원 미만
2018,10,PN20150421,A40150421,,,슈퍼마켓,기업형슈퍼마켓,,2018-10-25,5,홈플러스익스프레스행신점,,경기,대용량제스프리그린_뉴질랜드산_,,과일류,참다래,그린키위,,2690.0,.,1,,.,,.,,,,.,,,,,.,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,2,60,200~299만원
2018,12,PN00000507,A20000507,,,슈퍼마켓,기업형슈퍼마켓,,2018-12-14,6,홈플러스파주운정점,,경기,실속플러스사과,,과일류,사과,기타사과,,9990.0,2,1,,3,KG,.,,,,3,KG,,,,.,,,1대형마트,대형마트,2,.,,,0.0,0,3,40,700만원 이상
2011,1,PN00000779,A20000779,,,전문점,전문점,,2011-01-02,1,전문점,,서울,귤,,과일류,감귤,밀감,,21000.0,,1,박스,.,,0,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,6,40,300~399만원
2010,8,PN00000285,A20000285,,,슈퍼마켓,슈퍼마켓,,2010-08-07,7,소형슈퍼마켓,,경기,천도복숭아,,과일류,복숭아,천도,,3000.0,,1,봉,.,,10,개,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,300~399만원
2014,4,PN00000709,A20000709,,,슈퍼마켓,기업형슈퍼마켓,,2014-04-02,4,서울축협하나로마트행당역점,,서울,과일류,,과일류,기타과일,기타과일,,3980.0,.,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,5,40,700만원 이상
2022,7,PN00000202,A20000202,,,무점포,무점포,,2022-07-14,5,부천자유시장,,경기,자두,P,과일류,자두,자두,,5000.0,.,11,개,.,,.,,.,,,,.,,2.0,,,,,,,,,,0.0,.,2,70,200만원 미만
2012,8,PN00001310,A20001310,,,대형마트,대형마트,,2012-08-16,5,뉴코아평촌2점,,경기,바나나,,과일류,바나나,일반바나나,,3990.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,4,30,400~499만원
2023,5,PN20150792,,직접방문,,전통시장,전통시장,,2023-05-01,2,면목과일,,서울,오렌지소과,PR2023_0069611,과일류,오렌지,오렌지,,5000.0,,8.0,개,,,,,,,,,,,유,,,,,,,,,,15.0,0,4,30,300~399만원
2016,10,PN00000078,A20000078,,,대형마트,대형마트,,2016-10-18,3,2001아울렛철산점,,경기,머루포도,,과일류,포도,머루포도_MBA_,,7990.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,5,40,300~399만원
2016,9,PN00000085,A20000085,,,전문점,전문점,,2016-09-01,5,전문점,,경기,거봉,,과일류,포도,거봉,,8000.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,5전문점,전문점,.,0,,,0.0,0,4,40,600~699만원
2018,5,PN00000150,A20000150,,,슈퍼마켓,슈퍼마켓,,2018-05-21,2,현대그린마트(고강점),,경기,사과,,과일류,사과,기타사과,,5900.0,.,1,,.,,10,개,,,.,,,,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2023,9,PN20210167,,직접방문,,전문점,전문점,,2023-09-06,4,한살림수내매장,,경기,배_무_국내산,PR2023_0123115,과일류,배,기타배,국내산,13400.0,,1.0,봉,1.4,KG,3.0,개,,,,,13400.0,,유,,,,,,,,,,21.0,0,4,50,500~599만원
